Country,Gender,Demographics Question,Demographics Response,Survey Year,Value,SurveyYear_raw,Value_raw,SurveyYear
Turkmenistan,M,Education,Secondary,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for cash,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for kind,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Unemployed,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for cash,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for kind,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Unemployed,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for cash,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for kind,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Unemployed,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for cash,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for kind,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Unemployed,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for cash,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for kind,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Unemployed,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for cash,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Employed for kind,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Employment,Unemployed,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Married or living together,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Never married,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,"Widowed, divorced, separated",01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Married or living together,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Never married,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,"Widowed, divorced, separated",01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Married or living together,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Never married,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,"Widowed, divorced, separated",01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Married or living together,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Never married,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,"Widowed, divorced, separated",01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Married or living together,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Never married,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,"Widowed, divorced, separated",01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Married or living together,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,Never married,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Marital status,"Widowed, divorced, separated",01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Rural,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Urban,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Rural,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Urban,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Rural,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Urban,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Rural,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Urban,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Rural,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Urban,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Rural,01/01/2000,,01/01/2000,,2000
Turkmenistan,M,Residence,Urban,01/01/2000,,01/01/2000,,2000
Ukraine,F,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,F,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,Primary,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,No education,01/01/2007,,01/01/2007,,2007
Ukraine,M,Education,Primary,01/01/2007,,01/01/2007,,2007
Yemen,M,Age,15-24,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,25-34,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,35-49,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,15-24,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,25-34,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,35-49,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,15-24,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,25-34,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,35-49,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,15-24,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,25-34,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,35-49,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,15-24,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,25-34,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,35-49,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,15-24,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,25-34,01/01/2013,,01/01/2013,,2013
Yemen,M,Age,35-49,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Higher,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,No education,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Primary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Secondary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Higher,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,No education,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Primary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Secondary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Higher,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,No education,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Primary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Secondary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Higher,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,No education,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Primary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Secondary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Higher,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,No education,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Primary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Secondary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Higher,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,No education,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Primary,01/01/2013,,01/01/2013,,2013
Yemen,M,Education,Secondary,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Unemployed,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Unemployed,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Unemployed,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Unemployed,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Unemployed,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for cash,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Employed for kind,01/01/2013,,01/01/2013,,2013
Yemen,M,Employment,Unemployed,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Married or living together,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Never married,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,"Widowed, divorced, separated",01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Married or living together,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Never married,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,"Widowed, divorced, separated",01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Married or living together,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Never married,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,"Widowed, divorced, separated",01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Married or living together,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Never married,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,"Widowed, divorced, separated",01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Married or living together,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Never married,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,"Widowed, divorced, separated",01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Married or living together,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,Never married,01/01/2013,,01/01/2013,,2013
Yemen,M,Marital status,"Widowed, divorced, separated",01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Rural,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Urban,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Rural,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Urban,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Rural,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Urban,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Rural,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Urban,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Rural,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Urban,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Rural,01/01/2013,,01/01/2013,,2013
Yemen,M,Residence,Urban,01/01/2013,,01/01/2013,,2013
